"y","x1","x2","x3"
-0.317899,0.587269,0.513407,0.907641
1.196831,0.891554,0.677107,0.031347
2.278351,0.393068,0.944666,0.15232
2.488775,0.105856,0.497673,0.213941
-0.524778,0.854793,0.1164,0.124657
0.807392,0.886892,0.154745,0.140021
0.005969,0.884904,0.719701,0.262138
0.912767,0.338996,0.179185,0.70334
0.994058,0.035745,0.752302,0.910664
1.112619,0.495528,0.263119,0.416353
-0.517656,0.609783,0.170595,0.979766
1.647259,0.317154,0.093293,0.42247
1.430421,0.502415,0.93481,0.524097
0.591441,0.177138,0.114485,0.087778
1.565148,0.426368,0.327413,0.172521
2.341225,0.103848,0.21993,0.48057
2.134735,0.200217,0.087356,0.735929
1.767246,0.2486,0.846492,0.077441
1.603273,0.385029,0.423532,0.228315
0.333864,0.056786,0.366075,0.531284
2.819996,0.372558,0.906893,0.540878
1.750373,0.286837,0.22957,0.424878
1.669545,0.447414,0.501325,0.401592
1.089096,0.120114,0.180383,0.979006
0.992788,0.089124,0.337252,0.130141
0.785849,0.703459,0.665001,0.715024
0.576759,0.790798,0.765485,0.447521
0.999511,0.196283,0.335064,0.565467
1.394783,0.966116,0.596643,0.335593
-0.57416,0.923665,0.425298,0.787789
0.01319,0.601321,0.325724,0.269457
1.760372,0.346118,0.509238,0.511535
1.903201,0.321462,0.350575,0.046052
1.168476,0.446169,0.781347,0.595532
0.778786,0.43853,0.336821,0.582963
0.400153,0.025541,0.786292,0.769126
2.077296,0.153937,0.326486,0.521758
1.715576,0.504967,0.797,0.19927
0.70852,0.458819,0.081715,0.235349
0.797918,0.070254,0.105246,0.439213
0.148666,0.891353,0.338839,0.310692
-0.019317,0.74724,0.547172,0.310963
3.307217,0.209626,0.832461,0.196935
-0.484405,0.870797,0.027068,0.953759
1.26914,0.223268,0.039211,0.347521
-0.117428,0.543965,0.242005,0.419734
0.826016,0.823083,0.588536,0.263856
1.461071,0.054174,0.092061,0.809438
1.500295,0.417634,0.877766,0.486037
0.717092,0.361545,0.829605,0.93946
0.601381,0.898189,0.95937,0.205026
1.779281,0.35187,0.522997,0.843521
1.190914,0.145601,0.999422,0.11047
-0.05204,0.500305,0.464044,0.923144
-0.114459,0.795202,0.785114,0.862864
1.651094,0.060812,0.91005,0.991974
0.091118,0.705456,0.681407,0.572144
1.13317,0.945975,0.211316,0.489154
2.030756,0.049082,0.941877,0.220039
-0.095916,0.425066,0.141684,0.054289
1.877686,0.08514,0.977239,0.387762
-0.388559,0.788689,0.346861,0.743954
1.555017,0.194246,0.291056,0.355059
1.583762,0.302136,0.4822,0.692785
2.110055,0.144426,0.20045,0.42189
2.471859,0.043477,0.892659,0.438433
-0.256731,0.621799,0.88923,0.690667
0.760101,0.51812,0.631742,0.917224
0.214619,0.784965,0.032573,0.292376
1.90678,0.149478,0.75691,0.392705
0.387556,0.987397,0.865607,0.981383
-0.390928,0.748398,0.825247,0.152239
1.915048,0.485695,0.383695,0.095693
2.403364,0.185459,0.972454,0.655102
0.723985,0.658228,0.790132,0.191202
0.534465,0.979577,0.420197,0.812169
1.75862,0.447745,0.891766,0.395692
0.54361,0.748372,0.852894,0.618143
0.21535,0.777955,0.535052,0.259477
-0.608642,0.797335,0.583075,0.561614
0.779724,0.017681,0.436622,0.981606
1.589349,0.513377,0.298707,0.458291
0.934906,0.135272,0.423084,0.916178
0.530887,0.091728,0.149421,0.73661
0.82251,0.858524,0.339667,0.677565
0.764653,0.397994,0.604877,0.079205
0.684475,0.111179,0.138309,0.869007
-0.260347,0.714885,0.433673,0.695644
0.56091,0.475853,0.276849,0.808288
1.189297,0.993627,0.117434,0.392689
1.602741,0.069928,0.368016,0.600794
1.435654,0.334773,0.034455,0.370406
2.619512,0.195526,0.593576,0.492819
0.309344,0.055097,0.659065,0.682239
-0.738523,0.55582,0.40204,0.96145
0.167517,0.511546,0.200209,0.754862
0.133125,0.663355,0.20911,0.402999
-0.434666,0.648787,0.630903,0.051224
1.895864,0.452553,0.890963,0.550801
1.033758,0.443539,0.332702,0.543808
0.873856,0.420971,0.612289,0.050446
1.179708,0.340168,0.117697,0.178805
2.444316,0.217376,0.121631,0.476704
0.835954,0.444929,0.040041,0.606102
0.786688,0.687036,0.705296,0.419039
0.485783,0.961986,0.263816,0.199789
2.699592,0.443999,0.744368,0.225127
0.934292,0.06837,0.066136,0.731187
2.746646,0.261085,0.392412,0.483948
0.861071,0.530557,0.729334,0.964093
1.495397,0.402337,0.082283,0.160792
0.934334,0.476934,0.219894,0.997687
0.996531,0.539618,0.279614,0.305119
0.172113,0.603087,0.29531,0.262694
0.565769,0.625412,0.561697,0.092187
0.212968,0.793393,0.437718,0.445691
-0.076653,0.608478,0.338965,0.576065
-0.553797,0.727798,0.049204,0.775936
1.730966,0.414673,0.815778,0.207392
0.355625,0.839431,0.760659,0.226627
0.182084,0.526536,0.253843,0.678176
-0.712799,0.692443,0.459201,0.663411
2.285695,0.048976,0.425602,0.800076
1.262151,0.059401,0.370117,0.969721
1.681219,0.576628,0.963595,0.45574
-0.289852,0.60798,0.526681,0.729173
1.640909,0.279667,0.405155,0.14477
1.743511,0.356896,0.156295,0.415364
0.541432,0.98745,0.802421,0.180701
0.216906,0.754375,0.834078,0.594608
1.055556,0.068097,0.40929,0.542084
0.438183,0.556445,0.310612,0.282179
-0.214815,0.801382,0.263383,0.997938
2.356143,0.229011,0.265261,0.477996
1.855145,0.068705,0.827377,0.057766
1.23909,0.855554,0.184274,0.394045
-0.094213,0.730769,0.039367,0.957729
0.813225,0.436762,0.594762,0.621481
1.310737,0.872733,0.90727,0.397794
0.821102,0.134723,0.710718,0.966771
0.806928,0.67117,0.545164,0.255124
-0.523631,0.968337,0.212412,0.094705
0.732113,0.031393,0.84555,0.106077
0.522414,0.899854,0.915741,0.764053
2.023727,0.133409,0.105591,0.49522
0.995955,0.02707,0.116954,0.707581
2.278925,0.251149,0.743183,0.776212
1.215479,0.370191,0.220122,0.986034
1.918373,0.033523,0.718414,0.977435
1.439467,0.030078,0.531107,0.513639
0.282062,0.907476,0.078111,0.554794
1.894606,0.205948,0.896845,0.974294
0.388456,0.850047,0.881535,0.965787
0.108351,0.822248,0.128513,0.302012
0.660491,0.033487,0.757807,0.657167
0.780923,0.560895,0.639863,0.165099
-1.348572,0.773167,0.171877,0.890001
-0.209608,0.841145,0.271458,0.829258
-0.053233,0.993647,0.303805,0.087721
0.582626,0.876961,0.91187,0.576163
2.113363,0.979763,0.65578,0.415405
1.715075,0.099967,0.550083,0.265125
1.1664,0.100355,0.729586,0.771688
1.709456,0.22487,0.256234,0.187431
1.109296,0.09093,0.843584,0.827184
1.341014,0.243525,0.629149,0.941034
0.461991,0.822621,0.953807,0.431432
-0.180199,0.829364,0.038154,0.411648
1.0665,0.271833,0.124871,0.61812
0.333156,0.491287,0.39641,0.362172
3.374727,0.315267,0.976043,0.473026
0.570337,0.901854,0.385656,0.386215
0.618526,0.910696,0.590625,0.982602
1.463432,0.034007,0.423912,0.346801
-1.293618,0.800841,0.110463,0.855039
1.876022,0.279176,0.458024,0.619414
1.08106,0.087314,0.106238,0.4303
0.450432,0.962545,0.534506,0.055993
0.745091,0.55305,0.65934,0.439838
0.909898,0.201934,0.924283,0.07245
0.760571,0.403625,0.394611,0.899052
1.328557,0.213169,0.374704,0.007553
0.846814,0.594052,0.574342,0.181772
-0.148911,0.543503,0.698827,0.959169
2.018326,0.260479,0.694464,0.974559
1.518004,0.126719,0.702141,0.8207
-1.083599,0.641304,0.656631,0.926538
0.786979,0.734638,0.667202,0.781459
0.111862,0.487576,0.543335,0.624654
2.518222,0.165191,0.774806,0.358818
1.048212,0.165765,0.231977,0.767042
-0.635824,0.76286,0.031871,0.783371
2.051636,0.145753,0.655236,0.166617
0.656995,0.5348,0.969924,0.812615
1.497816,0.473033,0.388738,0.332324
0.47946,0.803679,0.47941,0.069903
1.335465,0.381439,0.056923,0.188129
1.431126,0.003218,0.165016,0.43992
0.681123,0.945591,0.810222,0.765995
-0.846709,0.762161,0.33689,0.265375
0.997273,0.488617,0.321736,0.247717
0.9547,0.867885,0.934191,0.628873
0.815939,0.471287,0.248315,0.234604
0.397925,0.953266,0.771341,0.692759
1.53301,0.267762,0.323407,0.135034
-1.10298,0.681161,0.046156,0.924787
1.682295,0.469173,0.757272,0.013957
1.444013,0.219124,0.102824,0.93508
1.268032,0.732246,0.624706,0.524994
1.350066,0.361471,0.807674,0.017717
2.537888,0.1892,0.895021,0.162506
0.191206,0.702895,0.886473,0.890535
-0.099699,0.517673,0.566482,0.995574
1.409943,0.056429,0.321732,0.69416
0.358085,0.827894,0.411298,0.69639
0.243143,0.003585,0.064337,0.031565
0.066392,0.887647,0.089434,0.493845
0.677612,0.220849,0.389425,0.923356
0.568098,0.855767,0.807133,0.718236
-0.917581,0.599298,0.298496,0.155102
0.198725,0.577249,0.533239,0.809515
1.575289,0.305017,0.329158,0.825802
2.04224,0.024993,0.636635,0.362598
0.601541,0.458578,0.638325,0.121315
0.298532,0.735446,0.218714,0.270548
2.722459,0.239705,0.553157,0.217406
-0.555085,0.717115,0.869461,0.94087
0.509207,0.91632,0.112754,0.218435
1.313061,0.193733,0.424853,0.735428
1.05923,0.439639,0.638771,0.243734
-0.116244,0.833018,0.650627,0.207638
0.643707,0.641502,0.920381,0.484064
2.246675,0.218198,0.139901,0.207385
1.013669,0.933131,0.998146,0.726579
0.337297,0.908799,0.224611,0.742113
1.134169,0.182219,0.059655,0.000591
0.074602,0.587045,0.290447,0.957127
-0.395188,0.795828,0.89588,0.021366
2.210597,0.348252,0.900476,0.206595
-0.808125,0.647817,0.262479,0.027461
1.969013,0.243929,0.889033,0.913093
0.29488,0.695004,0.965087,0.949989
0.682903,0.466286,0.760746,0.127357
1.864422,0.271601,0.669946,0.138781
1.316339,0.679627,0.839143,0.358519
2.222766,0.36068,0.712871,0.866628
1.012426,0.093115,0.873956,0.540448
1.564178,0.520017,0.121302,0.116745
0.334451,0.762855,0.621447,0.810538
1.99953,0.330255,0.897899,0.638936
0.592135,0.858104,0.928442,0.624721
0.435851,0.066384,0.559909,0.764398
1.255458,0.106682,0.864747,0.882454
0.096581,0.506645,0.427637,0.925527
1.694622,0.970956,0.505378,0.102479
1.624722,0.37329,0.422388,0.593931
1.943929,0.288275,0.511786,0.151368
-0.015049,0.604068,0.209048,0.126467
1.626581,0.436543,0.51073,0.077406
1.031248,0.401179,0.147387,0.945466
-1.02052,0.868262,0.112873,0.80996
1.252243,0.31834,0.476921,0.886638
-0.403403,0.619659,0.376063,0.629518
0.869597,0.762608,0.512166,0.367837
1.060909,0.272667,0.093518,0.93536
0.598063,0.875927,0.672367,0.372634
1.118606,0.502423,0.261034,0.264752
0.273257,0.76945,0.838657,0.776201
-0.854873,0.799684,0.571337,0.141002
2.197427,0.29918,0.980433,0.010645
-0.252375,0.764855,0.106015,0.70614
-0.081983,0.562019,0.548098,0.889674
1.786399,0.343731,0.216254,0.30993
2.004934,0.034102,0.747434,0.362699
0.659841,0.122815,0.340248,0.567631
0.398839,0.840478,0.974044,0.849001
-0.333765,0.776179,0.750351,0.233844
0.774153,0.581512,0.119094,0.687666
2.672763,0.251904,0.911647,0.914093
-0.740911,0.722216,0.238048,0.007369
1.556344,0.23471,0.47903,0.735942
2.003736,0.485923,0.845722,0.464685
0.642207,0.979875,0.135753,0.422057
1.010368,0.119494,0.657596,0.032883
1.505056,0.42071,0.875652,0.902298
0.922279,0.667219,0.785501,0.692802
0.386839,0.809274,0.781513,0.758176
0.523051,0.924276,0.660927,0.622553
1.055964,0.064047,0.080647,0.349316
0.782054,0.050443,0.630333,0.833671
0.379794,0.902772,0.483558,0.467975
1.583069,0.343243,0.460355,0.724204
2.050018,0.37024,0.970508,0.336539
0.543914,0.439801,0.100462,0.214018
0.421212,0.715015,0.434252,0.286973
0.994583,0.561444,0.204005,0.611197
2.333754,0.258072,0.414647,0.954098
1.789665,0.465884,0.883018,0.616651
0.582086,0.930609,0.730459,0.457528
0.029653,0.888961,0.659762,0.458883
0.56103,0.951513,0.486674,0.75766
0.502262,0.011881,0.49561,0.971019
0.073477,0.071828,0.094411,0.125647
1.949593,0.15146,0.844241,0.744286
1.444746,0.482887,0.578882,0.301784
0.307358,0.932945,0.663724,0.396806
1.682527,0.419363,0.111189,0.586221
1.47539,0.185714,0.088209,0.393418
1.542808,0.046093,0.983033,0.065331
1.639266,0.090455,0.164528,0.423035
1.511741,0.877905,0.902752,0.392029
0.533329,0.584721,0.541429,0.160615
1.282576,0.453842,0.443421,0.100253
1.485952,0.31004,0.090341,0.091026
1.893105,0.484736,0.928015,0.532651
1.223723,0.02274,0.272854,0.084418
0.338113,0.848875,0.080546,0.609085
-0.263637,0.6569,0.536371,0.858141
-0.555396,0.711558,0.125831,0.193774
-0.072503,0.739403,0.675497,0.172239
0.130254,0.579795,0.252724,0.541299
1.53538,0.199896,0.100981,0.590929
1.431086,0.3675,0.864863,0.03175
1.454624,0.468853,0.488933,0.600289
-0.739059,0.751288,0.505979,0.212696
-0.579675,0.580578,0.417111,0.626195
2.602363,0.163016,0.780288,0.471803
0.507098,0.89142,0.666467,0.916092
-0.307539,0.814151,0.21924,0.876853
0.414092,0.68454,0.718815,0.791284
1.855915,0.141596,0.925801,0.394373
0.36429,0.651832,0.773823,0.364913
-0.094865,0.627967,0.568698,0.055138
0.022275,0.791893,0.787543,0.859448
1.01263,0.722759,0.892263,0.520756
1.595202,0.157543,0.324231,0.413936
0.200413,0.544634,0.377473,0.867378
2.207842,0.396671,0.823021,0.523663
1.068977,0.532663,0.96371,0.304568
1.596035,0.032277,0.911303,0.67488
0.32887,0.693014,0.8596,0.150223
1.463192,0.268752,0.296267,0.89009
1.982134,0.314924,0.639789,0.299785
-0.025963,0.694812,0.308774,0.288382
0.931073,0.629034,0.405899,0.489295
1.041213,0.970933,0.88161,0.174478
0.763968,0.926006,0.440702,0.129374
1.368876,0.165081,0.291095,0.736851
-0.185976,0.007466,0.493435,0.912766
0.116837,0.708384,0.802324,0.774203
1.440752,0.321209,0.103314,0.780108
2.833291,0.163944,0.539198,0.360447
0.537595,0.560742,0.188572,0.456244
2.359312,0.144789,0.866655,0.708703
2.406097,0.151336,0.914085,0.478367
0.100658,0.734437,0.569353,0.280787
0.365042,0.859587,0.806347,0.48866
0.395658,0.522051,0.070038,0.309356
2.095758,0.402444,0.187961,0.583126
1.043131,0.581272,0.443421,0.454995
0.861194,0.886668,0.763325,0.319115
0.622667,0.524032,0.451573,0.971146
2.463393,0.218487,0.863346,0.153291
0.159067,0.800173,0.157322,0.300682
2.339971,0.072577,0.96936,0.236095
0.97258,0.52275,0.823935,0.97357
1.58315,0.542726,0.293879,0.493763
1.946304,0.384709,0.19269,0.188718
1.695374,0.076921,0.699866,0.157971
2.308659,0.234258,0.609365,0.387744
1.656879,0.035276,0.968154,0.128196
1.110124,0.402461,0.090743,0.054906
0.730214,0.995177,0.290038,0.479327
0.334378,0.942343,0.369124,0.433248
0.852904,0.690249,0.84244,0.032231
-1.048078,0.650699,0.163437,0.912743
0.172211,0.695022,0.766947,0.022968
0.829312,0.18348,0.499285,0.031601
0.953423,0.390607,0.088713,0.961441
-0.751633,0.620675,0.55099,0.047926
1.320177,0.210626,0.429608,0.750563
2.496161,0.222262,0.847878,0.921797
1.788335,0.249818,0.033736,0.063076
0.85361,0.356297,0.091656,0.128672
0.412123,0.505907,0.048684,0.5209
1.010143,0.109585,0.729828,0.067549
-0.967029,0.612014,0.12337,0.91638
1.675162,0.21883,0.649733,0.362508
2.806818,0.120469,0.938734,0.750172
1.167996,0.252834,0.461883,0.66736
2.025349,0.208017,0.708705,0.570251
0.145048,0.18693,0.034449,0.916246
0.091343,0.722111,0.10411,0.488702
2.481776,0.332926,0.590698,0.645954
0.728,0.907424,0.678092,0.819006
1.469971,0.441569,0.156116,0.531347
0.176409,0.756682,0.911806,0.699783
2.075089,0.377971,0.467231,0.720288
2.165954,0.183574,0.701119,0.328683
0.19358,0.532181,0.174513,0.305255
2.153374,0.263847,0.759086,0.534925
2.135689,0.215822,0.085236,0.245484
0.589711,0.94143,0.48035,0.489744
3.120239,0.207939,0.934394,0.634882
-0.275896,0.509988,0.472812,0.109384
1.915049,0.303664,0.936409,0.861667
0.755694,0.890492,0.40216,0.381654
0.525453,0.449668,0.112483,0.623645
2.488037,0.362307,0.975627,0.388698
-0.040202,0.757982,0.71043,0.421887
1.590465,0.65212,0.864911,0.37194
2.80835,0.332972,0.920578,0.593568
2.57757,0.202067,0.924817,0.244151
1.875563,0.493993,0.908596,0.290368
1.015637,0.846551,0.513559,0.52069
0.723042,0.311316,0.38476,0.848135
1.78143,0.237713,0.277013,0.028471
1.311968,0.480231,0.907777,0.858237
2.233994,0.413582,0.996183,0.887167
-0.302944,0.645911,0.529683,0.309953
3.619846,0.1171,0.824387,0.43888
0.898941,0.517812,0.02157,0.705356
-0.366539,0.800498,0.275402,0.381137
0.513272,0.614928,0.21137,0.006527
0.16351,0.807043,0.783418,0.081334
2.052588,0.364857,0.03589,0.395452
2.656315,0.111999,0.992207,0.174856
2.892759,0.998604,0.670106,0.270553
0.798996,0.146039,0.111107,0.743994
1.403179,0.47549,0.979442,0.026362
1.324614,0.077822,0.196396,0.577015
-1.85199,0.660112,0.392489,0.021985
1.610044,0.045152,0.930844,0.706075
1.579824,0.316914,0.310945,0.037528
2.474281,0.242877,0.737331,0.108292
-0.324289,0.76099,0.197688,0.806442
2.067248,0.001656,0.853851,0.490536
0.597643,0.541326,0.211248,0.225728
-0.048776,0.988371,0.477767,0.964375
0.312823,0.671821,0.684833,0.25464
1.240627,0.086962,0.526917,0.459775
-0.185824,0.044508,0.001758,0.941602
1.082987,0.98857,0.457021,0.550507
-0.135382,0.813519,0.158665,0.217271
2.433735,0.14533,0.789247,0.130959
2.186167,0.246227,0.170256,0.250892
0.319859,0.513563,0.274597,0.864604
1.473334,0.19275,0.051602,0.714013
0.405664,0.916353,0.230864,0.569415
1.67616,0.368241,0.564782,0.389696
0.56653,0.91147,0.426992,0.519799
2.21467,0.179256,0.383053,0.292089
0.131831,0.783449,0.829937,0.801554
0.158133,0.894203,0.336427,0.231959
0.296695,0.665037,0.60266,0.063073
2.738429,0.395599,0.669678,0.179172
0.246332,0.857244,0.805295,0.319984
1.988372,0.401002,0.195687,0.609849
0.660276,0.071836,0.59336,0.109427
1.260963,0.957229,0.219834,0.312162
-0.47917,0.806609,0.577402,0.452842
-0.149173,0.731819,0.148051,0.524378
0.106324,0.640419,0.544639,0.691397
-0.223316,0.95543,0.089881,0.311532
0.550144,0.063042,0.52615,0.473695
-0.184421,0.816187,0.775345,0.179676
0.293445,0.951077,0.067767,0.275858
0.984904,0.053417,0.145029,0.781086
-0.204129,0.604155,0.019128,0.666394
1.906506,0.47985,0.822203,0.5333
-0.758587,0.78176,0.518796,0.19615
1.243456,0.785648,0.961417,0.414936
0.054265,0.082655,0.131299,0.907843
-0.020194,0.862235,0.617716,0.808725
-0.037808,0.574388,0.415669,0.838519
1.342537,0.47724,0.827016,0.841886
1.259811,0.165753,0.462447,0.422456
1.609773,0.301716,0.472683,0.067637
1.526985,0.517129,0.955138,0.271099
1.948046,0.10393,0.773933,0.205763
1.219782,0.313681,0.477174,0.676298
0.380453,0.370233,0.141845,0.647916
-1.047971,0.676281,0.327334,0.648826
2.067942,0.02494,0.301687,0.418869
2.516283,0.13798,0.863456,0.21087
1.100937,0.062449,0.581533,0.8944
-1.13428,0.652916,0.155464,0.9281
1.093369,0.813822,0.851735,0.681411
-0.382443,0.865694,0.277021,0.989929
-0.004804,0.943597,0.360572,0.838684
1.405534,0.298546,0.539516,0.522221
0.335219,0.761635,0.442506,0.522051
-0.34938,0.722537,0.603157,0.204787
-0.009649,0.711091,0.438581,0.697714
-0.143049,0.988964,0.544713,0.988102
-0.725691,0.629289,0.555126,0.982507
1.386919,0.469848,0.918463,0.276096
0.979222,0.899059,0.683786,0.144255
1.853071,0.15675,0.732341,0.358134
0.178199,0.552707,0.66578,0.206001
-0.285707,0.853369,0.329233,0.63435
1.356703,0.595807,0.07766,0.452257
2.064413,0.052517,0.753492,0.154105
0.801662,0.832137,0.997823,0.239573
1.005654,0.467743,0.386184,0.168012
-0.237327,0.981424,0.005837,0.949685
0.384724,0.865637,0.759308,0.231237
1.757089,0.381656,0.104131,0.505537
0.35762,0.507583,0.176678,0.740787
0.110937,0.670225,0.343503,0.164511
3.254547,0.26877,0.859903,0.820151
0.107176,0.755195,0.365054,0.40131
-1.389384,0.881958,0.20933,0.807476
1.263066,0.130312,0.179168,0.831997
0.58275,0.49038,0.068441,0.282238
2.398858,0.149072,0.707237,0.456672
0.07027,0.980504,0.240946,0.990909
1.315457,0.103533,0.508972,0.620645
0.524391,0.938742,0.419257,0.637726
-0.022769,0.843729,0.723885,0.210249
0.226492,0.71636,0.047094,0.427564
3.021411,0.214401,0.945817,0.622561
0.871593,0.750527,0.989812,0.567567
0.82281,0.5466,0.800207,0.68734
1.993053,0.085936,0.983057,0.095771
-0.254217,0.742948,0.450646,0.273874
-0.342567,0.693474,0.135169,0.627168
2.583065,0.282437,0.940911,0.819409
-0.828185,0.622217,0.071501,0.956667
1.351721,0.370317,0.410945,0.821984
2.103699,0.096251,0.985649,0.189657
-1.673947,0.543382,0.551199,0.944092
1.33501,0.398774,0.033527,0.275628
-0.821281,0.719675,0.572311,0.046111
-0.259859,0.719575,0.578134,0.771471
0.667352,0.075871,0.290743,0.894104
0.997654,0.103699,0.130701,0.686135
2.397363,0.374404,0.988766,0.053992
1.243983,0.499806,0.652757,0.734728
0.446932,0.662458,0.738927,0.399885
2.233098,0.473428,0.943134,0.752764
0.403048,0.61281,0.5605,0.147226
1.833058,0.238391,0.545308,0.267859
1.509264,0.496149,0.066246,0.328331
2.177641,0.499388,0.857338,0.389565
1.516939,0.156435,0.201117,0.545309
1.259116,0.839486,0.503375,0.524213
0.818637,0.96506,0.761864,0.631514
0.962726,0.32045,0.436269,0.775731
1.11411,0.400154,0.118297,0.676996
2.301155,0.267967,0.16005,0.563687
1.943379,0.164126,0.527305,0.316557
0.091944,0.875105,0.291234,0.084614
1.74719,0.798503,0.958755,0.374611
-0.225851,0.563164,0.132813,0.342318
0.248764,0.771627,0.2415,0.445868
-0.539516,0.771258,0.459617,0.592307
1.171066,0.058822,0.373742,0.276507
0.156156,0.597613,0.60174,0.075528
1.308717,0.445704,0.018087,0.032807
1.3451,0.296512,0.778435,0.904696
1.838973,0.434093,0.827763,0.367188
1.295064,0.275744,0.432222,0.699252
0.538788,0.808732,0.620833,0.160432
0.149408,0.848712,0.63139,0.114355
1.900332,0.043603,0.853886,0.145264
1.289815,0.400292,0.511499,0.07445
0.274153,0.825548,0.420723,0.466372
2.511236,0.07213,0.312429,0.416416
1.58554,0.37381,0.595028,0.216389
2.138911,0.055117,0.505782,0.4737
0.912434,0.999932,0.500376,0.771334
1.140949,0.415142,0.074256,0.347229
2.197973,0.209,0.875728,0.766683
-0.962587,0.673829,0.420225,0.846395
1.760651,0.268248,0.659842,0.672282
0.621398,0.091797,0.154413,0.817948
-0.844832,0.841546,0.591718,0.772933
-0.572588,0.724549,0.923073,0.681228
0.078793,0.862067,0.51228,0.828089
1.02834,0.543196,0.865723,0.938774
2.045709,0.266004,0.919389,0.950508
2.946269,0.241974,0.760915,0.476253
1.418339,0.058534,0.512106,0.180594
-0.07723,0.742584,0.097041,0.141121
1.933604,0.349277,0.9132,0.709527
2.439636,0.134843,0.840185,0.472407
0.501579,0.545788,0.607616,0.84144
-0.496294,0.668916,0.160169,0.286017
-0.802761,0.807526,0.168627,0.803361
1.903543,0.229673,0.220886,0.13907
1.636373,0.250907,0.753597,0.083989
0.496555,0.861727,0.440056,0.458419
1.031336,0.040276,0.270791,0.374141
0.949084,0.10409,0.299358,0.897473
0.504827,0.515137,0.146734,0.118284
1.758344,0.243808,0.331373,0.249727
0.869986,0.556815,0.080676,0.576687
0.81808,0.690224,0.913583,0.892004
1.370736,0.92082,0.844332,0.429393
0.519832,0.473898,0.453166,0.052781
-0.065672,0.615066,0.556275,0.292103
1.199387,0.934972,0.611112,0.068075
0.278728,0.548517,0.494606,0.200153
2.011677,0.651542,0.956192,0.655135
-0.860633,0.787587,0.864252,0.880552
0.776781,0.94285,0.142358,0.397662
-0.338337,0.784894,0.826001,0.011992
1.201097,0.370552,0.06064,0.953999
1.190669,0.139483,0.600405,0.725866
0.715454,0.384859,0.571536,0.327798
2.981694,0.138791,0.946071,0.628731
0.711276,0.125464,0.296138,0.975031
1.099463,0.42956,0.296009,0.503415
-0.891558,0.894753,0.099761,0.856775
0.613353,0.922524,0.96459,0.365805
1.992575,0.193684,0.257634,0.669197
0.337112,0.970136,0.701914,0.704828
1.794366,0.478884,0.321995,0.622861
0.47327,0.754024,0.626169,0.382054
2.812958,0.293697,0.835347,0.314947
2.420488,0.275184,0.758682,0.202371
0.989157,0.519199,0.353103,0.832075
1.947353,0.339983,0.14682,0.715181
0.486053,0.930481,0.401755,0.255354
0.560166,0.624944,0.671989,0.550953
1.888827,0.160409,0.723175,0.965189
0.246498,0.832529,0.518654,0.326959
1.05315,0.727675,0.660935,0.493577
-0.606065,0.541244,0.101782,0.73036
-0.193541,0.748192,0.275534,0.191004
-0.767108,0.838084,0.365833,0.414857
0.89266,0.150848,0.243368,0.087235
2.853838,0.457499,0.879154,0.231307
1.226778,0.632401,0.88855,0.614455
-0.409686,0.77718,0.323148,0.082037
-0.046605,0.495975,0.128083,0.179243
1.457155,0.412649,0.030822,0.176434
2.532085,0.449988,0.929036,0.5066
-0.46231,0.736832,0.340421,0.124115
-0.136184,0.556443,0.031471,0.858221
0.636635,0.307439,0.454768,0.725358
1.343875,0.434752,0.898868,0.807691
-0.394701,0.549467,0.491483,0.850825
2.204173,0.158433,0.561666,0.267824
1.502118,0.843011,0.908381,0.188824
0.481859,0.826115,0.851701,0.231895
0.379901,0.687179,0.653397,0.24674
0.044723,0.602089,0.357406,0.670151
0.305716,0.024862,0.043177,0.939282
1.089035,0.009124,0.10593,0.267408
2.198178,0.288616,0.099915,0.306695
0.607963,0.960281,0.706536,0.446152
-0.056038,0.86469,0.775059,0.031091
3.644032,0.261533,0.890313,0.087774
1.454922,0.588369,0.949371,0.432751
2.207176,0.226294,0.642388,0.349453
-0.329164,0.745049,0.503728,0.267913
0.805626,0.295104,0.612067,0.930159
1.069464,0.629336,0.852266,0.23358
-0.380636,0.960943,0.414355,0.348
2.124086,0.348961,0.997565,0.744186
-0.48626,0.760564,0.001011,0.591929
1.548007,0.458611,0.922263,0.829212
2.397855,0.224394,0.447784,0.560958
2.146566,0.148937,0.081042,0.299089
2.410628,0.266569,0.871254,0.543533
0.724321,0.494457,0.62798,0.768342
1.135489,0.373352,0.922483,0.889385
0.542413,0.841109,0.147385,0.369265
0.587448,0.676681,0.638433,0.719994
-0.83371,0.779318,0.432993,0.782545
0.175412,0.703511,0.894089,0.153073
0.383936,0.917605,0.612169,0.538992
1.0189,0.464142,0.100699,0.457748
0.726099,0.710244,0.975565,0.57422
-0.451222,0.639575,0.83934,0.709268
1.389017,0.900672,0.018463,0.507034
0.035977,0.685095,0.44938,0.254177
1.52868,0.069187,0.143338,0.591663
1.877667,0.221936,0.827928,0.289301
0.572045,0.791039,0.574857,0.193589
-0.111484,0.841578,0.246957,0.420938
0.877308,0.088175,0.085957,0.84555
0.933918,0.37131,0.683331,0.968181
0.670703,0.564288,0.782313,0.613867
0.142494,0.912526,0.350836,0.78712
2.063297,0.431432,0.721517,0.214593
-1.969125,0.777904,0.52351,0.966286
1.460023,0.497249,0.924323,0.306042
-0.171416,0.886652,0.727356,0.762096
-0.93779,0.680501,0.165315,0.75702
1.253245,0.470246,0.867138,0.036928
