"y","lat","lon","f_true"
-1.019826,-28.056161,-15.109711,-0.72038
-0.808815,76.432373,173.306935,-0.671375
2.292115,56.002571,20.890934,2.291556
0.399928,-6.228422,-33.802522,0.635614
-0.588854,-18.545153,23.671933,-0.156587
1.266384,-23.260388,73.573347,0.508325
-0.69323,26.140189,167.290206,-0.645545
-0.506538,35.508887,127.603438,-0.339995
-0.070137,72.085141,-94.49286,0.215892
1.378694,34.086304,67.193168,1.547866
1.036785,9.691856,142.746654,0.457376
-1.021149,-63.273588,13.301156,-1.113901
1.867009,60.446555,-15.256879,2.149
0.406439,-23.932836,-43.355189,-0.164393
-0.443081,-63.403831,-49.805197,-0.585763
2.009154,23.481287,14.185994,2.334429
0.53182,-52.192213,82.003657,0.343517
-0.012534,-15.754238,35.379931,0.110211
0.967857,-70.259407,-111.414765,0.802063
-0.495656,60.536242,168.284092,-1.185469
0.464351,-22.165103,-64.703069,0.328899
0.102764,-24.47598,82.035953,0.701155
0.433934,-11.459202,82.295358,0.87565
2.079855,-15.694866,-172.671611,1.99592
2.415914,-40.293996,164.754991,2.66638
1.303369,-26.928329,-113.237708,1.528801
1.037741,-68.22598,119.355519,1.046443
0.958474,12.418143,-89.529881,0.983497
0.823124,-45.64217,111.057735,1.417574
2.269151,22.604991,45.695428,1.914579
1.370074,-48.888513,124.993569,1.793946
2.238324,53.596129,36.877161,2.121837
0.964253,-2.628638,-3.941859,0.816125
-0.595706,-41.974931,38.597127,-0.81096
1.250361,3.045174,52.809882,1.126851
1.715989,-12.16556,173.016282,1.795448
-0.505811,-77.551613,34.865695,-0.475271
1.35648,-47.389533,-125.183667,1.825403
-1.12348,-41.536431,-33.249509,-0.911838
2.688748,-46.260613,-153.951185,2.48648
0.99213,14.83903,82.49022,1.096071
2.555084,24.193234,39.716482,2.062363
2.588033,34.245629,-58.638818,1.795011
1.900639,-46.442735,-121.605301,1.73588
1.502099,-46.007441,99.817259,1.035367
2.030029,-51.487037,146.165263,2.241576
-1.448149,-50.672235,-10.137835,-1.296553
-1.093295,34.821401,158.180772,-0.919819
0.628805,-3.323739,-13.056972,0.772783
2.423742,42.259109,43.974067,2.172837
1.133238,-13.125737,-100.278647,1.131722
0.012434,13.344978,157.659798,0.142099
1.861302,61.834184,-38.18159,1.780431
1.906983,29.279241,-42.254127,2.135232
-0.346919,37.778281,-150.771926,-0.899815
0.861608,48.310033,84.625854,0.851169
0.400665,5.389678,92.885968,0.976746
2.652157,-44.063457,164.523864,2.645023
1.039762,1.000101,149.815256,0.939507
1.445688,-1.649827,-156.917452,1.105485
0.548748,-11.916057,24.360705,0.242284
0.866689,-9.615177,111.825514,1.230857
2.37671,54.129337,-23.187763,2.331834
0.566098,43.792684,-97.004652,0.478165
1.404737,68.806277,-38.660744,1.414339
0.816758,8.762597,-75.153865,1.142639
0.351493,-16.18943,88.31116,0.92878
1.41912,56.798779,82.017676,0.802092
-1.156408,-48.354826,-12.986273,-1.270985
0.18402,15.663186,-121.395097,0.421183
-0.545518,-27.991773,-31.962386,-0.523416
1.005364,-73.024589,148.168612,1.240937
-0.458225,26.401897,112.401492,0.28856
1.637065,15.565254,-32.897982,1.831494
1.337212,7.610934,24.339906,1.469631
-0.870683,62.527936,137.847282,-0.752425
2.038845,-14.020871,-174.526112,1.906149
1.693153,-24.189922,115.946574,1.56636
0.092643,-28.108383,-41.633314,-0.360361
0.323576,-25.918716,89.002966,0.872052
0.944137,75.855109,52.429794,0.822318
-0.916835,57.566401,-159.876419,-1.163794
2.883261,48.301717,-9.511554,2.624627
2.013496,-28.713629,-131.352326,1.990566
0.686336,-12.660632,-77.06908,0.78427
-1.14011,67.225531,-161.437908,-0.966323
1.820165,-10.708045,-155.818518,1.648783
-0.733031,-53.233789,48.178698,-0.680363
1.121714,-7.734191,108.43706,1.159602
3.19259,32.831581,38.268197,2.270974
0.963223,-1.123908,145.102845,1.064145
0.65416,20.636634,104.376601,0.608259
0.817959,1.921134,-96.467467,0.984342
0.46378,-27.744134,-59.960317,0.060037
2.016506,24.043747,-44.063776,1.982699
-0.285811,37.4288,-110.726598,0.110867
-0.356015,-51.405668,-66.032092,-0.168422
1.245334,-21.608549,123.604566,1.687698
1.460336,23.45205,56.079471,1.732371
2.175966,-15.360917,-141.603445,1.765046
-0.873691,64.354066,177.573019,-1.126475
0.248305,74.907512,72.405461,0.564346
0.389974,-40.351031,83.021654,0.522296
1.063554,-20.367175,-94.334832,1.036128
1.53949,-13.083265,153.359006,1.762371
1.458935,15.546528,-58.576876,1.501898
0.47915,5.9705,162.498516,0.599922
-0.908751,53.452392,118.611069,-0.320849
-0.817529,65.811519,162.621618,-1.017078
1.958781,-35.830253,-134.990632,2.152919
0.554451,14.135453,-120.271713,0.492195
1.843561,7.317329,21.291893,1.462674
0.78427,-7.754291,-1.378158,0.456245
1.231913,-45.882632,-108.941177,1.345017
1.161171,-12.424611,100.26137,1.126299
0.792962,-12.00875,92.324143,1.011127
0.623593,49.228926,-90.779785,0.626116
0.107522,13.785155,167.931889,0.06598
1.779823,21.150813,73.896671,1.305993
2.144664,55.557686,24.880385,2.25813
1.570732,-49.526771,-124.376289,1.764275
0.109221,-16.820341,35.757327,0.058104
2.122152,-50.131031,-155.381333,2.43015
1.463859,-81.355336,-141.05704,0.612609
-0.988506,48.737334,158.321339,-1.183235
-0.859898,-35.284206,24.974397,-0.893427
0.85816,7.144239,-90.987033,0.983733
2.288093,47.757897,34.658285,2.309764
-1.314755,-41.169974,14.335705,-1.167672
-0.334804,20.676758,127.062349,0.139197
1.727301,33.340342,-69.190972,1.48789
2.659744,39.847721,15.378665,2.665035
-0.172109,19.342045,-144.494526,-0.074059
0.962836,-54.457004,-93.957409,0.711891
1.655868,8.702702,42.824117,1.427278
1.597461,-4.647928,163.114891,1.305849
-0.197846,-26.990207,42.28991,-0.305559
1.059011,-35.388636,-106.274544,1.344474
-1.529278,-40.926067,-8.358643,-1.203225
-0.159585,-18.6122,22.246079,-0.172121
2.179625,-50.13116,175.828405,2.603823
2.18424,-53.28589,160.576635,2.405651
0.309496,-42.885491,-87.018328,0.628965
-1.408516,40.98011,-175.143206,-1.218295
-0.219073,21.88833,154.550616,-0.321519
-0.48718,-65.789755,42.795234,-0.68771
0.904999,-11.016565,-138.161947,1.540559
1.892522,-19.066171,150.388398,2.01881
1.124205,-71.591995,154.107357,1.393964
1.006563,-2.964502,120.379197,1.10314
-0.682725,-39.105848,31.853596,-0.886988
